level_0,index,date,source,sentence,topic
121,121,2017-01-03,https://www.tribuneindia.com/news/community/as-rains-falter-bhakra-cuts-supply-to-states/345317.html,"in 1985, the water had dropped to 1,463 feet, just a foot above its dead storage level, implying that the reservoir was virtually devoid of usable water",death
122,122,2016-11-23,https://www.tribuneindia.com/news/community/rough-ride-for-industry-in-jalandhar-north/327058.html,“as many as 28 youths aged less than 30 years have died due to drug addiction in my ward in the past five years,death
123,123,2016-11-17,https://www.tribuneindia.com/news/politics/nothing-western-about-jalandhar-west/324441.html," the foundation stone of another skill centre, named after kabir, to train construction workers was laid on the 120-ft road earlier this year",death
124,124,2016-09-22,https://www.tribuneindia.com/news/community/prolonged-monsoon-led-to-rise-in-dengue-cases-says-expert/299015.html," so far, 12 suspected dengue death has been reported from across the state",death
125,125,2016-09-07,https://www.tribuneindia.com/news/community/stormy-monsoon-session-on-cards-in-punjab/291627.html,during the session four sittings will take place before being adjourned sine die on next wednesday,death
126,126,2016-07-04,https://www.tribuneindia.com/news/community/paddy-on-450-acres-submerged/260794.html,"two killed, 5 hurt in roof collapse  muktsar: a man and his mother were killed when the roof of their house collapsed due to rain at dabwali malko ki village of lambi constituency on sunday",death
127,127,2016-06-28,https://www.tribuneindia.com/news/governance/115-year-old-fazilka-building-now-a-protected-monument/258020.html,"after the death of sunder mal and his family members in the 1940s, nobody came forward to take care of it",death
128,128,2016-02-14,https://www.tribuneindia.com/news/community/to-serve-people-he-bridges-gaps-in-development/196012.html,bhag singh died in 1987.,death
129,129,2015-10-20,https://www.tribuneindia.com/news/community/bbmb-s-plan-to-inspect-dams-submerged-parts-opposed/148157.html," the inspection will require bringing the level of the bhakra dam reservoir on the sutlej to its dead storage level of 1,462 feet – about 220 feet lower than its maximum capacity – for experts to study the state and health of the trash racks, penstocks, river outlets and other submerged installations",death
130,130,2015-09-10,https://www.tribuneindia.com/news/punjab/punjab-govt-approves-bailout-package-for-sugar-mills/131383.html,the monsoon session would commence on september 18 afternoon at 2 pm with obituary references and legislative business would be transacted on september 21-24 and it would be adjourned sine die on september 24,death
131,131,2015-09-01,https://www.tribuneindia.com/news/community/relief-for-region-s-farmers-as-dams-full-despite-deficient-rain/127285.html,  bhakra beas management board member (irrigation) sk sharma said water level at these dams was nearing capacity even as the filling-period deadline was 20 days away,death
132,132,2015-09-01,https://www.tribuneindia.com/news/community/relief-for-region-s-farmers-as-dams-full-despite-deficient-rain/127285.html," bhakra officials said due to better inflow this year, there were chances that the dams would be filled to capacity even before the september 20 deadline.",death
133,133,2015-08-04,https://www.tribuneindia.com/news/punjab/bamiyal-sector-remains-as-vulnerable-as-ever/115200.html," then, they shot dead their first target — amarjit singh, who runs a ‘chhole-kulcha’ joint near the bus stand — on july 27",death
134,134,2015-07-30,https://www.tribuneindia.com/news/community/new-guidelines-for-bsf-army/113097.html,in december last year an army camp in uri had come under attack and 11 soldiers had died.,death
135,135,2015-07-23,https://www.tribuneindia.com/news/community/denied-meeting-cps-sidhu-barges-into-cm-s-event/110217.html,"perneet singh tribune news service amritsar, july 22  chief parliamentary secretary dr navjot kaur sidhu, after being “cold-shouldered” by the state government, today threatened to sit on fast-unto-death if a grant of rs10 crore for construction of roads in her amritsar east assembly segment is not released within a fortnight",death
136,136,2015-07-06,https://www.tribuneindia.com/news/community/waterlogging-monsoon-nears-but-projects-unfinished/102939.html," when contacted, sl sidhu, superintending engineer, drainage department, said, “we hope to complete the cleaning work of drains before its deadline on july 10",death
137,137,2015-06-02,https://www.tribuneindia.com/news/community/monsoon-ahead-but-drains-in-muktsar-yet-to-be-desilted/88370.html,"tribune news service muktsar, june 1  the irrigation department is likely to miss the deadline of june 30 to clean and desilt drains in muktsar district",death
138,138,2015-05-21,https://www.tribuneindia.com/news/governance/facing-fund-crunch-dept-to-clean-only-16-of-92-drains/83231.html,“financial crunch means we had to identify just 16 drains which will be cleaned before the july 1 deadline expires,death
139,139,2015-05-14,https://www.tribuneindia.com/news/community/connecting-people-pulanwala-baba-builds-sixth-bridge-costing-rs-5-cr/80273.html,bhag singh died in 1987.,death
140,140,2015-04-28,https://www.tribuneindia.com/news/community/gurdaspur-roads-in-a-dilapidated-state/73174.html,"  the 22-km mukerian-gurdaspur stretch, too, has become a virtual death trap",death
141,141,2014-12-19,https://www.tribuneindia.com/news/community/garbage-dumps-make-town-susceptible-to-diseases/19900.html,"the council pays a monthly electricity bill of rs 3 to 4 lakh  the state government had announced to open an industrial training institute in samana almost five years ago, but work on the project is yet to begin fact file  number of wards: 17  total population: 55,000  number of voters: 39,108  male voters: 20,577  female voters: 18,531  infant mortality rate: 29  gender ratio: 932/1,000 health/education  government schools: 14  private & aided schools: 30  no",death
142,142,2014-11-30,https://www.tribuneindia.com/news/punjab/poor-supply-forcing-residents-to-dig-deep-for-water/12507.html,    infant mortality rate: 21  5,death
143,143,2019-09-28,https://www.tribuneindia.com/news/punjab/six-pilgrims-from-punjab-killed-in-uttarakhand-accident/839621.html,"new tehri, september 28 six pilgrims from punjab, who were on their way to the himalayan shrine of hemkund sahib, were killed and four injured when a huge rock fell on their vehicle in tehri district following a landslip triggered by heavy rains",death
144,144,2019-09-28,https://www.tribuneindia.com/news/punjab/six-pilgrims-from-punjab-killed-in-uttarakhand-accident/839621.html,"the vehicle, a tempo traveller, turned turtle after the huge rock fell on it, killing five pilgrims on the spot while another died at hospital",death
145,145,2019-07-29,https://www.tribuneindia.com/news/punjab/woman-killed-as-roof-collapses-due-to-rain/809305.html,"our correspondent abohar, july 28  a woman was killed, while her husband and grandson were injured as the roof of their house collapsed after heavy rain at sardarpura village, 16 km from abohar, on saturday night",death
146,146,2019-07-18,https://www.tribuneindia.com/news/punjab/jail-where-nehru-was-kept-in-1923-collapses-in-heavy-rain/803586.html," santhanam, who died in 1980, in his memoir “handcuffed with jawaharlal” had recalled how they were lodged in a separate and secluded part of the jail which had mud walls",death
147,147,2018-09-26,https://www.tribuneindia.com/news/punjab/punjab-farmer-swept-away-to-pak-body-found/659121.html,"gs paul tribune news service amritsar, september 26  a 53-year-old farmer from a border village in this district died after he accidentally fell into the ravi on tuesday and swept away towards  pakistan",death
148,148,2018-08-10,https://www.tribuneindia.com/news/punjab/missing-forest-officer-s-body-found/634940.html," besides, vijay did not hold anyone responsible for his death",death
149,149,2018-07-04,https://www.tribuneindia.com/news/punjab/two-girls-die-kin-hurt-as-roof-collapses-after-rain/614787.html,"our correspondent  ferozepur, july 3 two girls belonging to a migrant labourers’ family died whereas three other family members got injured when the roof of their house collapsed following heavy rain at khai phemeke village on the ferozepur-fazilka road on tuesday",death
150,150,2018-07-04,https://www.tribuneindia.com/news/punjab/two-girls-die-kin-hurt-as-roof-collapses-after-rain/614787.html,"expressing concern over the deaths of the two girls, ramvir said the red cross society would bear all expenses related to the medicines for the injured and their treatment",death
151,151,2018-06-29,https://www.tribuneindia.com/news/punjab/businessman-found-dead-in-nurpur-bedi/612224.html,"tribune news service ropar, june 28  a 44-year-old businessman was found dead on the roof of his cement store in nurpur bedi near here on thursday",death
152,152,2017-06-28,https://www.tribuneindia.com/news/community/300-stranded-at-attari-as-centre-blocks-pak-train/428830.html," (follow the tribune on facebook; and twitter @thetribunechd)  the sgpc said the centre has denied permission to a 251-member sikh delegation to visit pakistan on the occasion of death anniversary of maharaja ranjit singh, citing security reasons",death
153,153,2017-06-28,https://www.tribuneindia.com/news/community/300-stranded-at-attari-as-centre-blocks-pak-train/428830.html," hundreds of pilgrims, mostly sikhs, go to pakistan in large groups on different occasions, including the birth and death anniversaries of sikh gurus and on baisakhi festival",death
154,154,2017-06-13,https://www.tribuneindia.com/news/punjab/rain-fury-3-farmers-die-canal-breaches-submerge-cotton/421481.html,"rain fury: 3 farmers die, canal breaches submerge cotton",death
155,155,2017-06-13,https://www.tribuneindia.com/news/punjab/rain-fury-3-farmers-die-canal-breaches-submerge-cotton/421481.html," three farmers — sardara ram (40) of pallu, hans raj jat (55) of lakha hakam and atma singh (51) of sagarwala — died as walls collapsed in respective areas after incessant rain yesterday",death
156,156,2017-06-13,https://www.tribuneindia.com/news/punjab/rain-fury-3-farmers-die-canal-breaches-submerge-cotton/421481.html, at least 95 sheep were killed as 30-ft wall in a cattle shed owned by liaquat ali collapsed in the srikesarisinghpur segment of sriganganagar,death
157,157,2017-06-08,https://www.tribuneindia.com/news/punjab/3-die-as-roof-collapses-in-moga/419159.html,3 die as roof collapses in moga,death
158,158,2017-06-08,https://www.tribuneindia.com/news/punjab/3-die-as-roof-collapses-in-moga/419159.html,"tribune reporters moga, june 7  three members of a family were killed and one injured when the roof of their house collapsed due to heavy rain at patto hira singh village in moga district on wednesday",death
159,159,2017-06-08,https://www.tribuneindia.com/news/punjab/3-die-as-roof-collapses-in-moga/419159.html," meanwhile, in another incident, a 15-year-old daughter of a migrant rickshaw puller was buried to death when the roof of their rented accommodation collapsed at bedi nagar",death
